assembly,cross_slot,cell,seed,verdict,error_count,reason
X5_gm_seqCg,seq,W-05_mod_reset_late,271828,PASS,0,
X5_gm_seqCg,seq,W-05_mod_reset_late,314159,PASS,0,
X5_gm_seqCg,seq,W-06_demod_reset_late,42,PASS,0,
X5_gm_seqCg,seq,W-06_demod_reset_late,1337,PASS,0,
X5_gm_seqCg,seq,W-06_demod_reset_late,9001,PASS,0,
X5_gm_seqCg,seq,W-06_demod_reset_late,271828,PASS,0,
X5_gm_seqCg,seq,W-06_demod_reset_late,314159,PASS,0,
X5_gm_seqCg,seq,W-07_ch_noise_doubled,42,PASS,0,
X5_gm_seqCg,seq,W-07_ch_noise_doubled,1337,PASS,0,
X5_gm_seqCg,seq,W-07_ch_noise_doubled,9001,PASS,0,
X5_gm_seqCg,seq,W-07_ch_noise_doubled,271828,PASS,0,
X5_gm_seqCg,seq,W-07_ch_noise_doubled,314159,PASS,0,
X5_gm_seqCg,seq,W-08_ch_rotation_doubled,42,PASS,0,
X5_gm_seqCg,seq,W-08_ch_rotation_doubled,1337,PASS,0,
X5_gm_seqCg,seq,W-08_ch_rotation_doubled,9001,PASS,0,
X5_gm_seqCg,seq,W-08_ch_rotation_doubled,271828,PASS,0,
X5_gm_seqCg,seq,W-08_ch_rotation_doubled,314159,PASS,0,
X5_gm_seqCg,seq,W-09_ch_latency_plus1,42,PASS,0,
X5_gm_seqCg,seq,W-09_ch_latency_plus1,1337,PASS,0,
X5_gm_seqCg,seq,W-09_ch_latency_plus1,9001,PASS,0,
X5_gm_seqCg,seq,W-09_ch_latency_plus1,271828,PASS,0,
X5_gm_seqCg,seq,W-09_ch_latency_plus1,314159,PASS,0,
X5_gm_seqCg,seq,W-10_ch_idle_zero,42,PASS,0,
X5_gm_seqCg,seq,W-10_ch_idle_zero,1337,PASS,0,
X5_gm_seqCg,seq,W-10_ch_idle_zero,9001,PASS,0,
X5_gm_seqCg,seq,W-10_ch_idle_zero,271828,PASS,0,
X5_gm_seqCg,seq,W-10_ch_idle_zero,314159,PASS,0,
X5_gm_seqCg,seq,S-01_const_sym10_i,42,FAIL,10,result_fail
X5_gm_seqCg,seq,S-01_const_sym10_i,1337,FAIL,10,result_fail
X5_gm_seqCg,seq,S-01_const_sym10_i,9001,FAIL,10,result_fail
X5_gm_seqCg,seq,S-01_const_sym10_i,271828,FAIL,10,result_fail
X5_gm_seqCg,seq,S-01_const_sym10_i,314159,FAIL,10,result_fail
X5_gm_seqCg,seq,S-02_const_sym01_q,42,FAIL,10,result_fail
X5_gm_seqCg,seq,S-02_const_sym01_q,1337,FAIL,10,result_fail
X5_gm_seqCg,seq,S-02_const_sym01_q,9001,FAIL,10,result_fail
X5_gm_seqCg,seq,S-02_const_sym01_q,271828,FAIL,10,result_fail
X5_gm_seqCg,seq,S-02_const_sym01_q,314159,FAIL,10,result_fail
X5_gm_seqCg,seq,S-03_slice_invert_i,42,FAIL,40,result_fail
X5_gm_seqCg,seq,S-03_slice_invert_i,1337,FAIL,40,result_fail
X5_gm_seqCg,seq,S-03_slice_invert_i,9001,FAIL,40,result_fail
X5_gm_seqCg,seq,S-03_slice_invert_i,271828,FAIL,40,result_fail
X5_gm_seqCg,seq,S-03_slice_invert_i,314159,FAIL,40,result_fail
X5_gm_seqCg,seq,S-05_mod_valid_gate,42,FAIL,36,result_fail
X5_gm_seqCg,seq,S-05_mod_valid_gate,1337,FAIL,36,result_fail
X5_gm_seqCg,seq,S-05_mod_valid_gate,9001,FAIL,36,result_fail
X5_gm_seqCg,seq,S-05_mod_valid_gate,271828,FAIL,36,result_fail
X5_gm_seqCg,seq,S-05_mod_valid_gate,314159,FAIL,36,result_fail
X5_gm_seqCg,seq,S-09_ch_q_inversion,42,FAIL,40,result_fail
X5_gm_seqCg,seq,S-09_ch_q_inversion,1337,FAIL,40,result_fail
X5_gm_seqCg,seq,S-09_ch_q_inversion,9001,FAIL,40,result_fail
X5_gm_seqCg,seq,S-09_ch_q_inversion,271828,FAIL,40,result_fail
X5_gm_seqCg,seq,S-09_ch_q_inversion,314159,FAIL,40,result_fail
X5_gm_seqCg,seq,S-11_ch_noise_overload,42,FAIL,29,result_fail
X5_gm_seqCg,seq,S-11_ch_noise_overload,1337,FAIL,21,result_fail
X5_gm_seqCg,seq,S-11_ch_noise_overload,9001,FAIL,26,result_fail
X5_gm_seqCg,seq,S-11_ch_noise_overload,271828,FAIL,27,result_fail
X5_gm_seqCg,seq,S-11_ch_noise_overload,314159,FAIL,29,result_fail
X6_gm_sbCg,sb,golden,42,PASS,0,
X6_gm_sbCg,sb,golden,1337,PASS,0,
X6_gm_sbCg,sb,golden,9001,PASS,0,
X6_gm_sbCg,sb,golden,271828,PASS,0,
X6_gm_sbCg,sb,golden,314159,PASS,0,
X6_gm_sbCg,sb,W-01_mod_latency_plus1,42,PASS,0,
X6_gm_sbCg,sb,W-01_mod_latency_plus1,1337,PASS,0,
X6_gm_sbCg,sb,W-01_mod_latency_plus1,9001,PASS,0,
X6_gm_sbCg,sb,W-01_mod_latency_plus1,271828,PASS,0,
X6_gm_sbCg,sb,W-01_mod_latency_plus1,314159,PASS,0,
X6_gm_sbCg,sb,W-02_demod_latency_plus1,42,PASS,0,
X6_gm_sbCg,sb,W-02_demod_latency_plus1,1337,PASS,0,
X6_gm_sbCg,sb,W-02_demod_latency_plus1,9001,PASS,0,
X6_gm_sbCg,sb,W-02_demod_latency_plus1,271828,PASS,0,
X6_gm_sbCg,sb,W-02_demod_latency_plus1,314159,PASS,0,
X6_gm_sbCg,sb,W-03_mod_idle_zero,42,PASS,0,
X6_gm_sbCg,sb,W-03_mod_idle_zero,1337,PASS,0,
X6_gm_sbCg,sb,W-03_mod_idle_zero,9001,PASS,0,
X6_gm_sbCg,sb,W-03_mod_idle_zero,271828,PASS,0,
X6_gm_sbCg,sb,W-03_mod_idle_zero,314159,PASS,0,
X6_gm_sbCg,sb,W-04_demod_idle_zero,42,PASS,0,
X6_gm_sbCg,sb,W-04_demod_idle_zero,1337,PASS,0,
X6_gm_sbCg,sb,W-04_demod_idle_zero,9001,PASS,0,
X6_gm_sbCg,sb,W-04_demod_idle_zero,271828,PASS,0,
X6_gm_sbCg,sb,W-04_demod_idle_zero,314159,PASS,0,
X6_gm_sbCg,sb,W-05_mod_reset_late,42,PASS,0,
X6_gm_sbCg,sb,W-05_mod_reset_late,1337,PASS,0,
X6_gm_sbCg,sb,W-05_mod_reset_late,9001,PASS,0,
X6_gm_sbCg,sb,W-05_mod_reset_late,271828,PASS,0,
X6_gm_sbCg,sb,W-05_mod_reset_late,314159,PASS,0,
X6_gm_sbCg,sb,W-06_demod_reset_late,42,PASS,0,
X6_gm_sbCg,sb,W-06_demod_reset_late,1337,PASS,0,
X6_gm_sbCg,sb,W-06_demod_reset_late,9001,PASS,0,
X6_gm_sbCg,sb,W-06_demod_reset_late,271828,PASS,0,
X6_gm_sbCg,sb,W-06_demod_reset_late,314159,PASS,0,
X6_gm_sbCg,sb,W-07_ch_noise_doubled,42,PASS,0,
X6_gm_sbCg,sb,W-07_ch_noise_doubled,1337,PASS,0,
X6_gm_sbCg,sb,W-07_ch_noise_doubled,9001,PASS,0,
X6_gm_sbCg,sb,W-07_ch_noise_doubled,271828,PASS,0,
X6_gm_sbCg,sb,W-07_ch_noise_doubled,314159,PASS,0,
X6_gm_sbCg,sb,W-08_ch_rotation_doubled,42,PASS,0,
X6_gm_sbCg,sb,W-08_ch_rotation_doubled,1337,PASS,0,
X6_gm_sbCg,sb,W-08_ch_rotation_doubled,9001,PASS,0,
X6_gm_sbCg,sb,W-08_ch_rotation_doubled,271828,PASS,0,
X6_gm_sbCg,sb,W-08_ch_rotation_doubled,314159,PASS,0,
X6_gm_sbCg,sb,W-09_ch_latency_plus1,42,PASS,0,
X6_gm_sbCg,sb,W-09_ch_latency_plus1,1337,PASS,0,
X6_gm_sbCg,sb,W-09_ch_latency_plus1,9001,PASS,0,
X6_gm_sbCg,sb,W-09_ch_latency_plus1,271828,PASS,0,
X6_gm_sbCg,sb,W-09_ch_latency_plus1,314159,PASS,0,
X6_gm_sbCg,sb,W-10_ch_idle_zero,42,PASS,0,
X6_gm_sbCg,sb,W-10_ch_idle_zero,1337,PASS,0,
X6_gm_sbCg,sb,W-10_ch_idle_zero,9001,PASS,0,
X6_gm_sbCg,sb,W-10_ch_idle_zero,271828,PASS,0,
X6_gm_sbCg,sb,W-10_ch_idle_zero,314159,PASS,0,
X6_gm_sbCg,sb,S-01_const_sym10_i,42,FAIL,10,result_fail
X6_gm_sbCg,sb,S-01_const_sym10_i,1337,FAIL,10,result_fail
X6_gm_sbCg,sb,S-01_const_sym10_i,9001,FAIL,10,result_fail
X6_gm_sbCg,sb,S-01_const_sym10_i,271828,FAIL,10,result_fail
X6_gm_sbCg,sb,S-01_const_sym10_i,314159,FAIL,10,result_fail
X6_gm_sbCg,sb,S-02_const_sym01_q,42,FAIL,10,result_fail
X6_gm_sbCg,sb,S-02_const_sym01_q,1337,FAIL,10,result_fail
X6_gm_sbCg,sb,S-02_const_sym01_q,9001,FAIL,10,result_fail
X6_gm_sbCg,sb,S-02_const_sym01_q,271828,FAIL,10,result_fail
X6_gm_sbCg,sb,S-02_const_sym01_q,314159,FAIL,10,result_fail
X6_gm_sbCg,sb,S-03_slice_invert_i,42,FAIL,40,result_fail
X6_gm_sbCg,sb,S-03_slice_invert_i,1337,FAIL,40,result_fail
X6_gm_sbCg,sb,S-03_slice_invert_i,9001,FAIL,40,result_fail
X6_gm_sbCg,sb,S-03_slice_invert_i,271828,FAIL,40,result_fail
X6_gm_sbCg,sb,S-03_slice_invert_i,314159,FAIL,40,result_fail
X6_gm_sbCg,sb,S-05_mod_valid_gate,42,FAIL,31,result_fail
X6_gm_sbCg,sb,S-05_mod_valid_gate,1337,FAIL,31,result_fail
X6_gm_sbCg,sb,S-05_mod_valid_gate,9001,FAIL,31,result_fail
X6_gm_sbCg,sb,S-05_mod_valid_gate,271828,FAIL,31,result_fail
X6_gm_sbCg,sb,S-05_mod_valid_gate,314159,FAIL,31,result_fail
X6_gm_sbCg,sb,S-09_ch_q_inversion,42,FAIL,40,result_fail
X6_gm_sbCg,sb,S-09_ch_q_inversion,1337,FAIL,40,result_fail
X6_gm_sbCg,sb,S-09_ch_q_inversion,9001,FAIL,40,result_fail
X6_gm_sbCg,sb,S-09_ch_q_inversion,271828,FAIL,40,result_fail
X6_gm_sbCg,sb,S-09_ch_q_inversion,314159,FAIL,40,result_fail
X6_gm_sbCg,sb,S-11_ch_noise_overload,42,FAIL,26,result_fail
X6_gm_sbCg,sb,S-11_ch_noise_overload,1337,FAIL,23,result_fail
X6_gm_sbCg,sb,S-11_ch_noise_overload,9001,FAIL,30,result_fail
X6_gm_sbCg,sb,S-11_ch_noise_overload,271828,FAIL,29,result_fail
X6_gm_sbCg,sb,S-11_ch_noise_overload,314159,FAIL,28,result_fail
